Order ID,Order Date,Ship Date,Ship Mode,Order Priority
ES-2015-SC2023064-42062,2/27/2019,3/6/2019,Standard Class,Low
IT-2014-SC20575124-41984,12/11/2018,12/15/2018,Standard Class,High
CG-2015-LC688533-42047,2/12/2019,2/18/2019,Standard Class,Medium
ES-2014-TT21460139-41915,10/3/2018,10/9/2018,Standard Class,Medium
MX-2012-CK1232531-41171,9/19/2016,9/23/2016,Second Class,High
MX-2015-CM1244582-42209,7/24/2019,7/29/2019,Standard Class,Medium
US-2014-TB2105518-41941,10/29/2018,11/2/2018,Second Class,High
IR-2015-CG252060-42005,1/1/2019,1/3/2019,First Class,High
ES-2012-JE1571548-41233,11/20/2016,11/25/2016,Second Class,Medium
MX-2015-DO1343531-42262,9/15/2019,9/19/2019,Standard Class,Medium
AG-2014-KE64203-41801,6/11/2018,6/15/2018,Standard Class,Medium
LO-2013-MK8160114-41443,6/18/2017,6/20/2017,First Class,Critical
CA-2015-HA14920140-42259,9/12/2019,9/14/2019,Second Class,High
IN-2014-VG2179058-41930,10/18/2018,10/25/2018,Standard Class,Medium
IV-2015-CK232529-42111,4/17/2019,4/21/2019,Standard Class,Medium
MX-2015-JM1525031-42168,6/13/2019,6/18/2019,Second Class,High
IN-2013-AB1060027-41296,1/22/2017,1/26/2017,Second Class,Medium
TU-2014-MS7710134-41962,11/19/2018,11/21/2018,First Class,High
ID-2015-PF1916559-42278,10/1/2019,10/4/2019,First Class,High
IN-2015-DW1358558-42301,10/24/2019,10/28/2019,Standard Class,Medium
ES-2014-BO11425120-41670,1/31/2018,2/6/2018,Standard Class,Medium
SA-2015-HL5040110-42181,6/26/2019,6/29/2019,Second Class,High
ES-2015-JL1513048-42348,12/10/2019,12/15/2019,Standard Class,Medium
IN-2012-JM1553558-41156,9/4/2016,9/10/2016,Standard Class,Medium
MX-2015-PB1880555-42297,10/20/2019,10/24/2019,Standard Class,High
MX-2015-CK1220518-42103,4/9/2019,4/13/2019,Standard Class,Medium
CA-2013-HA492023-41410,5/16/2017,5/22/2017,Standard Class,Medium
CA-2015-HA14920140-42349,12/11/2019,12/15/2019,Standard Class,Medium
ID-2013-PV18985102-41345,3/12/2017,3/17/2017,Standard Class,Medium
IT-2013-AG1033064-41308,2/3/2017,2/5/2017,Second Class,High
ES-2013-PW19240139-41342,3/9/2017,3/12/2017,Second Class,Medium
MX-2014-ML1826582-41851,7/31/2018,8/4/2018,Standard Class,Medium
MX-2014-SK1999082-41922,10/10/2018,10/15/2018,Second Class,High
MX-2014-JL1513036-41856,8/5/2018,8/11/2018,Standard Class,Low
IR-2015-JP613560-42207,7/22/2019,7/24/2019,First Class,High
IN-2012-CK122057-41254,12/11/2016,12/15/2016,Standard Class,Medium
ES-2013-DP1300064-41611,12/3/2017,12/6/2017,Second Class,Medium
CA-2014-HA14920140-41926,10/14/2018,10/20/2018,Standard Class,Low
ZA-2015-DD3570146-42306,10/29/2019,11/2/2019,Standard Class,Medium
ID-2013-JM1558059-41548,10/1/2017,10/6/2017,Standard Class,High
CA-2015-HW14935140-42157,6/2/2019,6/4/2019,Second Class,High
IN-2012-NP1832592-41125,8/4/2016,8/6/2016,Second Class,Medium
ID-2014-NS18505144-41884,9/2/2018,9/9/2018,Standard Class,Low
UP-2013-RS9870137-41528,9/11/2017,9/15/2017,Standard Class,Medium
CA-2013-KN16390140-41557,10/10/2017,10/12/2017,First Class,Critical
ES-2014-SC2002044-41815,6/25/2018,6/25/2018,Same Day,High
MX-2012-DV1346539-41201,10/19/2016,10/24/2016,Second Class,Medium
SG-2015-BE1410111-42348,12/10/2019,12/16/2019,Standard Class,Medium
IN-2015-CH1207027-42238,8/22/2019,8/27/2019,Standard Class,Medium
ID-2012-CS121757-41027,4/28/2016,5/2/2016,Standard Class,Medium
ID-2014-CS1217559-41853,8/2/2018,8/7/2018,Standard Class,Medium
ID-2015-CS1235559-42335,11/27/2019,12/2/2019,Standard Class,High
MX-2014-JH1598582-41864,8/13/2018,8/13/2018,Same Day,Medium
IR-2013-KN670560-41508,8/22/2017,8/29/2017,Standard Class,Low
CM-2013-DG330022-41542,9/25/2017,9/29/2017,Second Class,High
IT-2015-MG18205124-42367,12/29/2019,1/1/2020,First Class,High
IR-2014-RP939060-41853,8/2/2018,8/7/2018,Standard Class,Medium
MX-2014-KH1636051-41971,11/28/2018,11/30/2018,First Class,Critical
SA-2015-SV10785110-42294,10/17/2019,10/23/2019,Standard Class,Medium
MX-2013-MG1789018-41606,11/28/2017,11/30/2017,First Class,High
MX-2012-SV2078551-40911,1/3/2016,1/7/2016,Standard Class,Medium
TU-2013-AR510134-41627,12/19/2017,12/23/2017,Standard Class,Medium
US-2012-SV2093555-41082,6/22/2016,6/27/2016,Standard Class,Medium
ID-2015-CJ118757-42061,2/26/2019,3/1/2019,First Class,High
UP-2015-KC6255137-42312,11/4/2019,11/5/2019,First Class,Medium
UP-2015-FM4380137-42264,9/17/2019,9/21/2019,Standard Class,Medium
MX-2014-GA1451582-41731,4/2/2018,4/9/2018,Standard Class,Low
CA-2012-KN16390140-41244,12/1/2016,12/6/2016,Standard Class,Medium
MX-2014-CS1250593-41935,10/23/2018,10/27/2018,Standard Class,Medium
MX-2015-BM1114039-42361,12/23/2019,12/30/2019,Standard Class,Medium
KG-2015-RH955570-42340,12/2/2019,12/5/2019,Second Class,High
UP-2015-RA9885137-42176,6/21/2019,6/27/2019,Standard Class,Medium
MX-2012-CA1226539-41272,12/29/2016,1/1/2017,First Class,Medium
UP-2012-BS1800137-40968,2/29/2016,2/29/2016,Same Day,Medium
ES-2014-SH2063548-41676,2/6/2018,2/10/2018,Standard Class,Medium
SA-2014-AR345110-42000,12/27/2018,1/3/2019,Standard Class,Low
CA-2014-MA17560140-41870,8/19/2018,8/21/2018,Second Class,Critical
UP-2013-EB3840137-41276,1/2/2017,1/6/2017,Standard Class,Medium
US-2015-RR1952518-42097,4/3/2019,4/7/2019,Standard Class,Medium
CA-2015-HW14935140-42235,8/19/2019,8/23/2019,Standard Class,High
IT-2012-LS1694564-41024,4/25/2016,5/1/2016,Standard Class,Medium
CA-2015-HW14935140-42056,2/21/2019,2/24/2019,First Class,Medium
IN-2013-LB1673558-41604,11/26/2017,12/3/2017,Standard Class,Medium
US-2014-MC1757582-41723,3/25/2018,3/29/2018,Standard Class,Medium
AU-2014-MO75008-41871,8/20/2018,8/22/2018,First Class,Medium
ES-2013-MA1799548-41394,4/30/2017,5/6/2017,Standard Class,Medium
IN-2014-SC2002058-41842,7/22/2018,7/26/2018,Standard Class,Medium
TU-2015-AT435134-42014,1/10/2019,1/15/2019,Standard Class,Medium
ES-2015-TP21415139-42251,9/4/2019,9/7/2019,First Class,Medium
CA-2012-KH16360140-41049,5/20/2016,5/22/2016,Second Class,Critical
CA-2012-MW18220140-41145,8/24/2016,8/29/2016,Standard Class,Medium
ES-2015-CS1249045-42367,12/29/2019,1/3/2020,Standard Class,Medium
MX-2014-AG1030036-41874,8/23/2018,8/28/2018,Standard Class,Medium
MX-2014-FM1429055-41894,9/12/2018,9/14/2018,Second Class,High
IT-2014-SJ20500104-41791,6/1/2018,6/5/2018,Standard Class,Medium
IN-2013-SK1999027-41591,11/13/2017,11/18/2017,Standard Class,Medium
RO-2012-AB10060107-41223,11/10/2016,11/13/2016,First Class,Critical
ES-2012-BD1177045-41159,9/7/2016,9/13/2016,Standard Class,Low
IN-2015-JF1535558-42335,11/27/2019,11/29/2019,Second Class,High
MO-2014-LS723086-41815,6/25/2018,6/30/2018,Second Class,Medium
US-2013-KW16435101-41599,11/21/2017,11/26/2017,Standard Class,Medium
IN-2014-SV2078527-41852,8/1/2018,8/7/2018,Standard Class,Medium
MX-2012-AB1006039-41017,4/18/2016,4/18/2016,Same Day,High
MX-2012-JB1600018-41004,4/5/2016,4/5/2016,Same Day,Medium
IT-2012-AF1087034-41195,10/13/2016,10/18/2016,Standard Class,Medium
ES-2012-CC12370120-41266,12/23/2016,12/28/2016,Standard Class,Medium
CA-2014-HW14935140-41870,8/19/2018,8/24/2018,Second Class,High
ES-2012-YC2189545-41270,12/27/2016,12/31/2016,Second Class,Medium
IN-2012-CA1277558-41214,11/1/2016,11/6/2016,Standard Class,Medium
MX-2015-KM1672093-42262,9/15/2019,9/20/2019,Second Class,Medium
ES-2015-HJ1487545-42364,12/26/2019,12/31/2019,Standard Class,Medium
ES-2012-HK14890125-40979,3/11/2016,3/16/2016,Standard Class,Medium
ES-2014-JM1526545-41792,6/2/2018,6/6/2018,Standard Class,Medium
US-2013-JB1540055-41403,5/9/2017,5/13/2017,Standard Class,High
CA-2015-HW14935140-42084,3/21/2019,3/25/2019,Standard Class,Medium
ID-2015-MY1738059-42035,1/31/2019,2/4/2019,Second Class,High
IR-2014-ME772560-41961,11/18/2018,11/22/2018,Standard Class,Medium
ES-2015-CD1279048-42227,8/11/2019,8/16/2019,Standard Class,Medium
ID-2015-SG20605144-42286,10/9/2019,10/12/2019,First Class,High
IN-2015-TP211307-42173,6/18/2019,6/25/2019,Standard Class,Medium
ID-2014-RW195407-41948,11/5/2018,11/11/2018,Standard Class,Medium
MX-2015-DC1328582-42091,3/28/2019,3/30/2019,First Class,High
MX-2015-SW2024582-42336,11/28/2019,12/2/2019,Standard Class,High
MX-2013-KH1636031-41562,10/15/2017,10/19/2017,Standard Class,High
MX-2014-JL1517551-41818,6/28/2018,7/2/2018,Standard Class,Medium
RS-2013-JK5640108-41438,6/13/2017,6/15/2017,Second Class,High
US-2015-NH18610140-42103,4/9/2019,4/13/2019,Standard Class,High
MX-2012-SC2080082-41038,5/9/2016,5/14/2016,Second Class,Medium
MX-2012-DM1334582-41270,12/27/2016,12/30/2016,Second Class,Medium
MX-2012-MS1736536-41102,7/12/2016,7/17/2016,Standard Class,Medium
MZ-2014-NM844587-42003,12/30/2018,1/3/2019,Standard Class,High
ES-2015-NS1864045-42333,11/25/2019,11/28/2019,Second Class,High
IR-2012-PF922560-41187,10/5/2016,10/10/2016,Standard Class,Medium
CA-2015-HW14935140-42252,9/5/2019,9/7/2019,First Class,Critical
CA-2015-LS17200140-42273,9/26/2019,9/29/2019,First Class,Medium
MX-2012-KH1669093-41199,10/17/2016,10/22/2016,Standard Class,Medium
MX-2014-AC1061582-41887,9/5/2018,9/12/2018,Standard Class,Low
TU-2013-LW7125134-41334,3/1/2017,3/8/2017,Standard Class,Medium
MX-2012-BD1132018-41187,10/5/2016,10/9/2016,Standard Class,Medium
US-2015-JF1549082-42304,10/27/2019,11/1/2019,Standard Class,Medium
MX-2014-DJ1342039-41647,1/8/2018,1/13/2018,Standard Class,High
IN-2013-DG1330058-41495,8/9/2017,8/11/2017,Second Class,High
UP-2012-ER3855137-41102,7/12/2016,7/17/2016,Standard Class,Medium
ES-2013-EM1420045-41622,12/14/2017,12/16/2017,Second Class,Critical
UP-2014-JE5475137-41807,6/17/2018,6/20/2018,First Class,High
TU-2015-PF9120134-42137,5/13/2019,5/20/2019,Standard Class,Medium
ES-2014-KC16675139-41898,9/16/2018,9/21/2018,Standard Class,Medium
MX-2015-TS2134082-42232,8/16/2019,8/21/2019,Standard Class,High
NI-2012-RH951095-41086,6/26/2016,6/30/2016,Standard Class,Medium
MX-2012-LB1679531-40953,2/14/2016,2/19/2016,Standard Class,High
IT-2014-DB1306048-41906,9/24/2018,9/30/2018,Standard Class,Medium
ES-2015-MH17455139-42230,8/14/2019,8/18/2019,Second Class,Medium
ID-2013-NB186557-41441,6/16/2017,6/21/2017,Second Class,Medium
IN-2013-AA1048059-41552,10/5/2017,10/9/2017,Standard Class,Medium
CA-2014-KB16240140-41676,2/6/2018,2/11/2018,Standard Class,High
IN-2015-DC1285058-42272,9/25/2019,9/29/2019,Standard Class,Medium
AG-2014-DB32703-41838,7/18/2018,7/21/2018,Second Class,High
ES-2014-RB1979548-41706,3/8/2018,3/12/2018,Standard Class,Medium
MX-2013-AS1022518-41340,3/7/2017,3/11/2017,Second Class,Medium
US-2013-JB15925140-41620,12/12/2017,12/16/2017,Standard Class,Medium
ES-2015-TH2110045-42315,11/7/2019,11/9/2019,First Class,Medium
US-2013-KE16420140-41471,7/16/2017,7/19/2017,First Class,Medium
ID-2015-SR2074059-42141,5/17/2019,5/21/2019,Standard Class,Medium
YM-2015-TB11400145-42258,9/11/2019,9/14/2019,First Class,Critical
LH-2013-TG1164075-41324,2/19/2017,2/24/2017,Second Class,High
MX-2014-AB1060051-41815,6/25/2018,6/27/2018,Second Class,High
MX-2015-FP1432082-42340,12/2/2019,12/6/2019,Standard Class,Medium
ES-2015-AC10660120-42214,7/29/2019,8/3/2019,Standard Class,Medium
MX-2013-SP2062082-41597,11/19/2017,11/20/2017,First Class,High
MX-2014-DR1294039-41838,7/18/2018,7/23/2018,Standard Class,Medium
ID-2015-JH15430118-42340,12/2/2019,12/4/2019,Second Class,High
US-2014-SM20005140-41948,11/5/2018,11/9/2018,Standard Class,High
MX-2014-LT1676551-41898,9/16/2018,9/21/2018,Standard Class,Medium
US-2015-GT1475536-42243,8/27/2019,8/27/2019,Same Day,High
MX-2012-MH1762031-40955,2/16/2016,2/20/2016,Standard Class,Medium
IT-2015-LW1712591-42111,4/17/2019,4/23/2019,Standard Class,Medium
IT-2014-SJ2021591-41811,6/21/2018,6/27/2018,Standard Class,Low
TU-2013-CM2655134-41593,11/15/2017,11/18/2017,Second Class,Medium
IN-2013-CC1237011-41462,7/7/2017,7/12/2017,Second Class,Medium
US-2015-CS123555-42211,7/26/2019,7/26/2019,Same Day,High
IN-2014-DL1331592-41977,12/4/2018,12/10/2018,Standard Class,Medium
IT-2014-MC1742591-41928,10/16/2018,10/17/2018,First Class,Medium
IN-2013-EB1397527-41347,3/14/2017,3/20/2017,Standard Class,Medium
IN-2014-HH150107-41954,11/11/2018,11/15/2018,Standard Class,Medium
CA-2015-SP20920140-42299,10/22/2019,10/26/2019,Standard Class,High
MX-2014-RB1979582-41902,9/20/2018,9/24/2018,Standard Class,High
ES-2013-PF1912064-41367,4/3/2017,4/9/2017,Standard Class,Medium
ES-2014-CC1210064-41832,7/12/2018,7/16/2018,Standard Class,High
EG-2014-RD948038-41985,12/12/2018,12/18/2018,Standard Class,Low
IT-2012-SG2060591-41117,7/27/2016,7/31/2016,Standard Class,High
MX-2014-SV2093518-41785,5/26/2018,5/30/2018,Standard Class,Medium
TZ-2015-DH3675129-42132,5/8/2019,5/13/2019,Standard Class,Medium
CA-2013-HW14935140-41544,9/27/2017,9/30/2017,Second Class,Medium
IN-2015-TB2135592-42129,5/5/2019,5/12/2019,Standard Class,Medium
IN-2015-FM142907-42176,6/21/2019,6/27/2019,Standard Class,Medium
ID-2015-OT1873092-42313,11/5/2019,11/11/2019,Standard Class,Medium
MX-2012-AB1001582-41215,11/2/2016,11/4/2016,First Class,High
ES-2014-LB16795139-41865,8/14/2018,8/19/2018,Standard Class,Medium
MX-2014-PV1898537-41724,3/26/2018,3/28/2018,Second Class,Medium
MX-2015-AS1028518-42351,12/13/2019,12/16/2019,First Class,Critical
ID-2014-CV12805102-41804,6/14/2018,6/14/2018,Same Day,Medium
IN-2015-PN187757-42139,5/15/2019,5/18/2019,First Class,Medium
KZ-2014-JR570068-41954,11/11/2018,11/15/2018,Standard Class,Medium
ML-2015-NP868579-42255,9/8/2019,9/12/2019,Standard Class,Medium
IN-2015-MS1771027-42340,12/2/2019,12/7/2019,Standard Class,High
EG-2013-MC763538-41339,3/6/2017,3/11/2017,Standard Class,High
ES-2014-MC1810064-41758,4/29/2018,5/1/2018,First Class,High
ID-2015-NH1861059-42278,10/1/2019,10/8/2019,Standard Class,Medium
CA-2015-RD19810140-42355,12/17/2019,12/24/2019,Standard Class,Medium
TU-2015-VW11775134-42312,11/4/2019,11/9/2019,Standard Class,High
IT-2012-BD1172591-40992,3/24/2016,3/29/2016,Second Class,Medium
MX-2015-SC2002051-42299,10/22/2019,10/28/2019,Standard Class,Medium
ID-2014-DR1294092-41792,6/2/2018,6/7/2018,Standard Class,Medium
MX-2014-ES1402082-41929,10/17/2018,10/20/2018,First Class,High
MX-2014-TP2113026-41768,5/9/2018,5/15/2018,Standard Class,Medium
PL-2013-AB165103-41592,11/14/2017,11/20/2017,Standard Class,Medium
SF-2013-AS10090117-41586,11/8/2017,11/13/2017,Standard Class,High
MX-2015-HW1493582-42290,10/13/2019,10/16/2019,Second Class,High
MX-2013-SP2092082-41385,4/21/2017,4/26/2017,Standard Class,Medium
IN-2015-BD1132058-42258,9/11/2019,9/14/2019,First Class,Medium
ZA-2015-CK2595146-42154,5/30/2019,6/2/2019,First Class,High
IR-2015-DM301560-42339,12/1/2019,12/1/2019,Same Day,High
IN-2015-TC209807-42342,12/4/2019,12/5/2019,First Class,Medium
CA-2015-KE16420140-42322,11/14/2019,11/20/2019,Standard Class,Medium
ES-2012-MH1744048-41257,12/14/2016,12/21/2016,Standard Class,Low
CA-2014-HW14935140-41944,11/1/2018,11/6/2018,Standard Class,Medium
IN-2012-RD195857-41237,11/24/2016,11/26/2016,Second Class,High
IN-2015-TB21250144-42276,9/29/2019,10/4/2019,Standard Class,Medium
IN-2012-MC1813058-41184,10/2/2016,10/8/2016,Standard Class,Medium
MX-2014-HE1480018-41845,7/25/2018,7/28/2018,First Class,Medium
MX-2014-KF1628518-41891,9/9/2018,9/13/2018,Standard Class,High
CA-2014-LP17095140-41797,6/7/2018,6/11/2018,Standard Class,High
ID-2014-AH105857-41926,10/14/2018,10/17/2018,First Class,Medium
MX-2012-CD1192026-41223,11/10/2016,11/14/2016,Standard Class,High
CA-2015-HZ14950140-42334,11/26/2019,12/1/2019,Standard Class,High
CA-2013-SC20440140-41548,10/1/2017,10/6/2017,Standard Class,Medium
ES-2014-SS20410125-41923,10/11/2018,10/15/2018,Standard Class,High
UP-2015-RM9675137-42152,5/28/2019,6/1/2019,Second Class,Medium
IR-2012-HG502560-41216,11/3/2016,11/7/2016,Standard Class,Medium
IR-2013-IM505560-41298,1/24/2017,1/27/2017,Second Class,Medium
ES-2013-TN21040139-41313,2/8/2017,2/12/2017,Standard Class,High
IT-2015-RB19570120-42181,6/26/2019,7/1/2019,Standard Class,High
MO-2014-TB1119086-41978,12/5/2018,12/8/2018,First Class,Critical
US-2013-KE16420140-41426,6/1/2017,6/5/2017,Standard Class,Medium
MX-2013-SC2069539-41311,2/6/2017,2/10/2017,Standard Class,High
MX-2015-ED1388582-42313,11/5/2019,11/9/2019,Standard Class,Medium
US-2012-JM1565555-41229,11/16/2016,11/20/2016,Standard Class,Medium
ES-2015-JG15805139-42167,6/12/2019,6/16/2019,Standard Class,Medium
CA-2013-MH17620140-41613,12/5/2017,12/9/2017,Standard Class,High
MX-2015-GZ1454536-42101,4/7/2019,4/11/2019,Standard Class,High
ID-2012-CM1219097-41065,6/5/2016,6/9/2016,Standard Class,High
IT-2014-DJ13510120-41807,6/17/2018,6/21/2018,Standard Class,High
CA-2015-SR20425140-42311,11/3/2019,11/8/2019,Second Class,Medium
IN-2015-CP1234027-42143,5/19/2019,5/23/2019,Standard Class,Medium
HR-2015-TS1116030-42264,9/17/2019,9/20/2019,First Class,Medium
ES-2012-LM1706548-41138,8/17/2016,8/21/2016,Standard Class,Medium
IN-2015-PO1886527-42194,7/9/2019,7/14/2019,Standard Class,Medium
ES-2013-LS1723045-41488,8/2/2017,8/6/2017,Standard Class,Medium
CA-2015-HZ14950140-42330,11/22/2019,11/22/2019,Same Day,High
ES-2013-DV13465139-41326,2/21/2017,2/25/2017,Standard Class,Medium
IN-2015-PB1915078-42302,10/25/2019,10/29/2019,Second Class,Medium
CA-2015-HZ14950140-42154,5/30/2019,6/6/2019,Standard Class,Medium
US-2015-JF1529598-42278,10/1/2019,10/5/2019,Standard Class,Medium
US-2012-RB19435140-41191,10/9/2016,10/9/2016,Same Day,High
MX-2014-EL1373531-41777,5/18/2018,5/19/2018,First Class,Medium
TU-2014-DB3210134-41787,5/28/2018,5/28/2018,Same Day,Critical
IT-2015-CL1270045-42225,8/9/2019,8/15/2019,Standard Class,Medium
ES-2015-AH10690120-42045,2/10/2019,2/14/2019,Standard Class,Medium
ES-2015-BD117258-42180,6/25/2019,6/30/2019,Second Class,Medium
IN-2013-BD117257-41578,10/31/2017,11/4/2017,Standard Class,Medium
SY-2014-AW840126-41817,6/27/2018,7/1/2018,Second Class,Medium
US-2012-SR20740140-41228,11/15/2016,11/20/2016,Standard Class,Medium
IN-2013-LS17245113-41420,5/26/2017,6/1/2017,Standard Class,Medium
CA-2015-HZ14950140-42262,9/15/2019,9/20/2019,Standard Class,High
CG-2013-JS559533-41339,3/6/2017,3/8/2017,First Class,Critical
IZ-2015-ME772561-42069,3/6/2019,3/11/2019,Standard Class,Medium
CA-2013-KW16435140-41510,8/24/2017,8/28/2017,Standard Class,High
IN-2013-RL1961558-41550,10/3/2017,10/7/2017,Standard Class,Medium
ID-2012-SH199757-40967,2/28/2016,3/6/2016,Standard Class,Medium
IT-2015-TS21085120-42328,11/20/2019,11/24/2019,Standard Class,Medium
MX-2015-JB1540055-42277,9/30/2019,10/3/2019,First Class,Medium
US-2014-RB19795140-41745,4/16/2018,4/22/2018,Standard Class,Low
UP-2012-CC2550137-41062,6/2/2016,6/4/2016,First Class,Critical
NI-2015-CR273095-42248,9/1/2019,9/8/2019,Standard Class,Medium
NI-2012-JL583595-40971,3/3/2016,3/7/2016,Standard Class,Medium
ID-2014-EB1397559-41930,10/18/2018,10/23/2018,Second Class,High
CA-2015-KW16435140-42273,9/26/2019,10/2/2019,Standard Class,Medium
US-2014-HZ14950140-41713,3/15/2018,3/20/2018,Standard Class,Medium
ID-2015-PC1874588-42056,2/21/2019,2/27/2019,Standard Class,Medium
ES-2014-JP1552045-41667,1/28/2018,2/3/2018,Standard Class,Medium
IN-2014-CA1226527-41794,6/4/2018,6/8/2018,Standard Class,High
US-2015-HG14965140-42346,12/8/2019,12/14/2019,Standard Class,Medium
CA-2015-KW16435140-42217,8/1/2019,8/1/2019,Same Day,Critical
MX-2013-VM2168539-41520,9/3/2017,9/3/2017,Same Day,High
MX-2014-RF1984031-41843,7/23/2018,7/30/2018,Standard Class,Medium
MX-2015-MD1735016-42071,3/8/2019,3/12/2019,Standard Class,Medium
ES-2012-AW1093048-41219,11/6/2016,11/12/2016,Standard Class,Medium
US-2013-JD16150140-41633,12/25/2017,12/29/2017,Standard Class,Medium
MX-2012-BT1144065-41266,12/23/2016,12/27/2016,Second Class,Medium
IN-2013-JL1583527-41432,6/7/2017,6/8/2017,First Class,High
CA-2014-SP20920140-41743,4/14/2018,4/16/2018,First Class,High
US-2012-MM18280140-40929,1/21/2016,1/27/2016,Standard Class,Medium
ES-2015-RS19420139-42270,9/23/2019,9/30/2019,Standard Class,Medium
IN-2015-SC2038059-42133,5/9/2019,5/13/2019,Standard Class,High
ID-2014-SC2044097-41788,5/29/2018,6/1/2018,First Class,High
MX-2014-ES1408082-41970,11/27/2018,12/2/2018,Standard Class,High
US-2014-CB1253582-41903,9/21/2018,9/24/2018,Second Class,Medium
IN-2014-HG1502558-41692,2/22/2018,2/27/2018,Second Class,Medium
RS-2015-BP1230108-42132,5/8/2019,5/14/2019,Standard Class,Medium
ES-2012-BS1138048-41238,11/25/2016,11/30/2016,Standard Class,Medium
ES-2013-AH10195139-41557,10/10/2017,10/15/2017,Standard Class,Medium
CA-2013-HG14965140-41545,9/28/2017,10/1/2017,First Class,Critical
IN-2015-JF152957-42118,4/24/2019,4/28/2019,Second Class,Medium
ES-2015-LT1676548-42176,6/21/2019,6/26/2019,Standard Class,Medium
CA-2014-HG14965140-41663,1/24/2018,1/26/2018,Second Class,Critical
CA-2013-SB20185140-41416,5/22/2017,5/26/2017,Standard Class,High
US-2015-HG14965140-42313,11/5/2019,11/10/2019,Standard Class,Medium
CA-2014-HG14965140-41992,12/19/2018,12/24/2018,Standard Class,High
ES-2014-SC2030545-41681,2/11/2018,2/17/2018,Standard Class,Medium
ID-2015-TB2152059-42130,5/6/2019,5/6/2019,Same Day,High
ID-2015-VB2174559-42125,5/1/2019,5/1/2019,Same Day,Medium
TU-2012-JR6210134-41230,11/17/2016,11/22/2016,Second Class,Medium
MX-2012-KW1657055-41191,10/9/2016,10/13/2016,Standard Class,Medium
MX-2013-RB1970531-41625,12/17/2017,12/21/2017,Second Class,Medium
MX-2015-AC1066093-42350,12/12/2019,12/17/2019,Standard Class,Medium
IN-2013-AH1069027-41619,12/11/2017,12/16/2017,Standard Class,Medium
ID-2013-BS1175559-41327,2/22/2017,2/27/2017,Standard Class,Medium
ES-2015-CC1247545-42178,6/23/2019,6/28/2019,Standard Class,Medium
ES-2014-DV1304548-41901,9/19/2018,9/24/2018,Standard Class,High
CA-2014-KW16435140-41942,10/30/2018,11/1/2018,First Class,High
BO-2013-JK573013-41528,9/11/2017,9/17/2017,Standard Class,Medium
MX-2015-BE1133531-42179,6/24/2019,6/28/2019,Standard Class,Medium
NI-2012-HG496595-41215,11/2/2016,11/7/2016,Standard Class,Medium
ES-2012-ML1826548-41136,8/15/2016,8/19/2016,Standard Class,Medium
IN-2014-NW1840088-41718,3/20/2018,3/23/2018,Second Class,High
TU-2013-PT9090134-41483,7/28/2017,7/28/2017,Same Day,Critical
CA-2015-KN16450140-42317,11/9/2019,11/14/2019,Standard Class,High
IT-2012-RW19540139-41229,11/16/2016,11/21/2016,Standard Class,High
TO-2015-RA9915131-42230,8/14/2019,8/18/2019,Standard Class,Medium
US-2015-HG14965140-42095,4/1/2019,4/8/2019,Standard Class,Low
IN-2012-MT1781527-40996,3/28/2016,4/1/2016,Standard Class,High
IN-2014-AT1043559-41921,10/9/2018,10/16/2018,Standard Class,Low
IN-2014-BO1142558-41802,6/12/2018,6/14/2018,Second Class,High
ID-2013-DP130007-41310,2/5/2017,2/9/2017,Second Class,Medium
ES-2015-SW2045564-42257,9/10/2019,9/15/2019,Standard Class,Medium
CA-2014-HG14965140-41667,1/28/2018,2/1/2018,Second Class,Medium
ES-2015-JL1513045-42153,5/29/2019,6/2/2019,Standard Class,Medium
CA-2015-HG496523-42270,9/23/2019,9/28/2019,Standard Class,Medium
MX-2014-SP2086036-42003,12/30/2018,1/4/2019,Standard Class,Medium
US-2015-CM1193536-42251,9/4/2019,9/8/2019,Standard Class,Medium
KZ-2015-CV229568-42284,10/7/2019,10/11/2019,Standard Class,Medium
CA-2014-KT16465140-41744,4/15/2018,4/15/2018,Same Day,Medium
UP-2014-BM1575137-41905,9/23/2018,9/25/2018,Second Class,High
ES-2015-KT1648048-42235,8/19/2019,8/25/2019,Standard Class,Medium
IT-2015-CK12595139-42240,8/24/2019,8/28/2019,Standard Class,Medium
ID-2015-RD1972059-42322,11/14/2019,11/19/2019,Standard Class,Medium
ID-2014-DM1295592-41866,8/15/2018,8/18/2018,First Class,Critical
CG-2014-EM396033-41795,6/5/2018,6/9/2018,Standard Class,High
ES-2013-GM1468045-41433,6/8/2017,6/14/2017,Standard Class,Medium
CA-2013-HG14965140-41507,8/21/2017,8/26/2017,Standard Class,High
CA-2013-HG14965140-41415,5/21/2017,5/28/2017,Standard Class,Low
CA-2012-JE15715140-41145,8/24/2016,8/28/2016,Standard Class,Medium
MX-2015-KC1654037-42053,2/18/2019,2/22/2019,Second Class,Medium
IT-2015-JK1609091-42323,11/15/2019,11/20/2019,Standard Class,Medium
ES-2013-MV1819048-41388,4/24/2017,4/29/2017,Standard Class,Medium
TU-2012-CP2085134-41124,8/3/2016,8/9/2016,Standard Class,Medium
CA-2015-YS21880140-42130,5/6/2019,5/11/2019,Standard Class,Medium
US-2013-CD1198055-41473,7/18/2017,7/22/2017,Standard Class,Medium
ID-2014-TB2128059-41680,2/10/2018,2/15/2018,Second Class,Medium
CA-2015-LP17095140-42035,1/31/2019,2/7/2019,Standard Class,Medium
